t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,active_punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.35583155728550026,0.5012652160182387,0.35583155728550026,0.5012652160182387,0.26235045025828074,0.5,0.0,0.3264239485828008,0.3310484747667466,0.005714285714285714,0.0,0.3264239485828008,0.3310484747667466,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25
1,0.3648079781566426,0.5010380514334684,0.3648079781566426,0.5010380514334684,0.26235045025828074,0.497044491547564,0.6685714285714286,0.3269953771542294,0.33147704619531804,0.005714285714285714,0.6685714285714286,0.3269953771542294,0.33147704619531804,0.005714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.04,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,28,0.004285714285714286,0.0,0.02857142857142857,0.0,0.0,0.8,0.1,0.25
2,0.3734949470379112,0.5001734624037276,0.3734949470379112,0.5001734624037276,0.26235045025828074,0.49382649846554155,0.8685714285714285,0.32865252001137224,0.3327199033381752,0.005714285714285714,0.8685714285714285,0.32865252001137224,0.3327199033381752,0.005714285714285714,0.04857142857142857,0.05142857142857143,0.05142857142857143,0.0,0.05714285714285714,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,25,0.011978571428571429,0.0,0.07942857142857145,0.0,0.0,0.9444444444444444,0.1,0.25
3,0.3816171358963084,0.49987771151070837,0.3816171358963084,0.49987771151070837,0.26235045025828074,0.49068804082292317,0.9028571428571428,0.32910966286851506,0.3330627604810324,0.005714285714285714,0.9028571428571428,0.32910966286851506,0.3330627604810324,0.005714285714285714,0.02,0.02,0.02,0.0,0.05714285714285714,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,19,0.014918678571428572,0.0,0.09784,0.0,0.0,0.8571428571428571,0.1,0.25
4,0.39160713047718054,0.4997739917989762,0.39160713047718054,0.4997739917989762,0.26235045025828074,0.4876323888996995,0.9314285714285714,0.32996680572565795,0.3337056176238895,0.008571428571428572,0.9314285714285714,0.32996680572565795,0.3337056176238895,0.008571428571428572,0.03142857142857143,0.03428571428571429,0.03428571428571429,0.0,0.06857142857142857,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,18,0.01998694232142857,0.0,0.13016891428571425,0.0,0.0,0.9166666666666666,0.1,0.25
5,0.4007062525373091,0.4992777273210478,0.4007062525373091,0.4992777273210478,0.26235045025828074,0.483259807602552,0.9142857142857143,0.3320810914399437,0.3352913319096038,0.011428571428571429,0.9142857142857143,0.3320810914399437,0.3352913319096038,0.011428571428571429,0.05142857142857143,0.06285714285714286,0.06285714285714286,0.0,0.10285714285714286,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,14,0.029315579038392856,0.0,0.19042267885714287,0.0,0.0,0.9545454545454546,0.1,0.25
6,0.411459112851309,0.49918480136130416,0.411459112851309,0.49918480136130416,0.26235045025828074,0.4810871511822866,0.9171428571428571,0.3339579950917928,0.33674847476674663,0.014285714285714285,0.9171428571428571,0.3339579950917928,0.33674847476674663,0.014285714285714285,0.06285714285714286,0.06285714285714286,0.06285714285714286,0.0,0.10571428571428572,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,11,0.03859757257177232,0.0,0.24947136813714285,0.0,0.0,0.9090909090909091,0.1,0.25
7,0.4201990981230873,0.4984506243274648,0.4201990981230873,0.4984506243274648,0.26235045025828074,0.4785466559060606,0.9142857142857143,0.33476810310885424,0.3373913319096038,0.017142857142857144,0.9142857142857143,0.33476810310885424,0.3373913319096038,0.017142857142857144,0.022857142857142857,0.022857142857142857,0.022857142857142857,0.0,0.13142857142857142,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,9,0.04183315613748489,0.0,0.26733908363154285,0.0,0.0,1.0,0.1,0.25
8,0.4297272192677503,0.49845655226031355,0.4297272192677503,0.49845655226031355,0.26235045025828074,0.4772419185850557,0.8857142857142857,0.33585381739456854,0.3382056176238895,0.022857142857142857,0.8857142857142857,0.33585381739456854,0.3382056176238895,0.022857142857142857,0.03428571428571429,0.037142857142857144,0.037142857142857144,0.0,0.16857142857142857,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,8,0.047195418928226034,0.0,0.29913515910176913,0.0,0.0,0.9230769230769231,0.1,0.25
9,0.438365992622801,0.49814147889834626,0.438365992622801,0.49814147889834626,0.26235045025828074,0.47682894044859137,0.9057142857142857,0.3376252459659971,0.33953418905246097,0.025714285714285714,0.9057142857142857,0.3376252459659971,0.33953418905246097,0.025714285714285714,0.06,0.06571428571428571,0.06571428571428571,0.0,0.23142857142857143,0.0,0.0,0.18885013013523955,0.0531216,11.794285714285714,0.0,0.0,0.15,0.08,8,0.05681658469072776,0.0,0.35886674163401944,0.0,0.0,0.8695652173913043,0.1,0.25
