t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,active_punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.35273859761925597,0.49120714401068427,0.35273859761925597,0.49120714401068427,0.2342918089705646,0.5,0.0,0.32468288816406204,0.3216440031083298,0.002857142857142857,0.0,0.32468288816406204,0.3216440031083298,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.25
1,0.3633550240165674,0.49125886166834815,0.3633550240165674,0.49125886166834815,0.2342918089705646,0.49602553497807006,0.5542857142857143,0.3258257453069192,0.3225011459654727,0.005714285714285714,0.5542857142857143,0.3258257453069192,0.3225011459654727,0.005714285714285714,0.03428571428571429,0.03428571428571429,0.03428571428571429,0.0,0.04285714285714286,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,28,0.005142857142857143,0.0,0.03428571428571429,0.0,0.0,0.9166666666666666,0.36,0.25
2,0.3729086300462743,0.4924764599689017,0.3729086300462743,0.4924764599689017,0.2342918089705646,0.49503948800600966,0.8171428571428572,0.3277114595926335,0.32391543167975834,0.008571428571428572,0.8171428571428572,0.3277114595926335,0.32391543167975834,0.008571428571428572,0.04285714285714286,0.04857142857142857,0.04857142857142857,0.0,0.04285714285714286,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,24,0.01240285714285714,0.0,0.08217142857142856,0.0,0.0,0.9411764705882353,0.36,0.25
3,0.3826506984589773,0.4910671513736013,0.3826506984589773,0.4910671513736013,0.2342918089705646,0.4967971695849452,0.9028571428571428,0.32885431673549065,0.3247725745369012,0.008571428571428572,0.9028571428571428,0.32885431673549065,0.3247725745369012,0.008571428571428572,0.02857142857142857,0.03142857142857143,0.03142857142857143,0.0,0.05714285714285714,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,19,0.017055128571428574,0.0,0.11195657142857142,0.0,0.0,1.0,0.36,0.25
4,0.3909459845644999,0.4916357902052591,0.3909459845644999,0.4916357902052591,0.2342918089705646,0.4982860609098269,0.8742857142857143,0.32965431673549056,0.3253725745369012,0.008571428571428572,0.8742857142857143,0.32965431673549056,0.3253725745369012,0.008571428571428572,0.022857142857142857,0.022857142857142857,0.022857142857142857,0.0,0.045714285714285714,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,17,0.02039842435714286,0.0,0.13257458285714288,0.0,0.0,0.875,0.36,0.25
5,0.3978156859872222,0.49178706696963914,0.3978156859872222,0.49178706696963914,0.2342918089705646,0.4997087653712371,0.8914285714285715,0.33102574530691914,0.3263936267552901,0.008571428571428572,0.8914285714285715,0.33102574530691914,0.3263936267552901,0.008571428571428572,0.03428571428571429,0.04,0.04,0.0,0.06,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,17,0.026296432235357138,0.0,0.1699230912,0.0,0.0,1.0,0.36,0.25
6,0.40653947729277895,0.49223286034660385,0.40653947729277895,0.49223286034660385,0.2342918089705646,0.5008693869544304,0.8885714285714286,0.3321114595926335,0.3271221981838615,0.008571428571428572,0.8885714285714286,0.3321114595926335,0.3271221981838615,0.008571428571428572,0.03142857142857143,0.03142857142857143,0.03142857142857143,0.0,0.08857142857142856,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,14,0.03087923578846607,0.0,0.19795320080457146,0.0,0.0,0.9090909090909091,0.36,0.25
7,0.4143880118313645,0.4921614959478145,0.4143880118313645,0.4921614959478145,0.2342918089705646,0.5018344773431604,0.9028571428571428,0.33414333281610115,0.3284936267552901,0.011428571428571429,0.9028571428571428,0.33414333281610115,0.3284936267552901,0.011428571428571429,0.05714285714285714,0.06,0.06,0.0,0.08571428571428572,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,12,0.039724839609523735,0.0,0.25399413678848,0.0,0.0,0.9523809523809523,0.36,0.25
8,0.422825076582497,0.4936267388301084,0.422825076582497,0.4936267388301084,0.2342918089705646,0.5042458920769486,0.9085714285714286,0.3357433328161012,0.3295221981838615,0.011428571428571429,0.9085714285714286,0.3357433328161012,0.3295221981838615,0.011428571428571429,0.04,0.04857142857142857,0.04857142857142857,0.0,0.14,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,12,0.04661109926457067,0.0,0.29748568262413894,0.0,0.0,0.9411764705882353,0.36,0.25
9,0.4332579843010613,0.4944019445683868,0.4332579843010613,0.4944019445683868,0.2342918089705646,0.5065870559392475,0.9142857142857143,0.3381433328161012,0.33132219818386155,0.014285714285714285,0.9142857142857143,0.3381433328161012,0.33132219818386155,0.014285714285714285,0.07142857142857142,0.07714285714285714,0.07714285714285714,0.0,0.15142857142857144,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,12,0.056075520364389,0.0,0.3686788261145133,0.0,0.0,0.9629629629629629,0.36,0.25
10,0.4431204869054215,0.49404152640841725,0.4431204869054215,0.49404152640841725,0.2342918089705646,0.509360763202678,0.9057142857142857,0.33976211660882866,0.3327364838981473,0.02,0.9057142857142857,0.33976211660882866,0.3327364838981473,0.02,0.06,0.06285714285714286,0.06285714285714286,0.0,0.15714285714285714,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,9,0.06257362828806268,0.0,0.4241623924493659,0.0,0.0,0.9090909090909091,0.36,0.25
11,0.45100086680691365,0.49490182831803753,0.45100086680691365,0.49490182831803753,0.2342918089705646,0.5101307879630769,0.9342857142857143,0.34096211660882864,0.3336890589264043,0.022857142857142857,0.9342857142857143,0.34096211660882864,0.3336890589264043,0.022857142857142857,0.06,0.06,0.06,0.0,0.22285714285714286,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,7,0.06874647443233665,0.0,0.4756791446003785,0.0,0.0,0.8571428571428571,0.36,0.25
12,0.4599016446123274,0.49444374251412243,0.4599016446123274,0.49444374251412243,0.2342918089705646,0.5093256808956125,0.9285714285714286,0.34244783089454295,0.3349252724584735,0.025714285714285714,0.9285714285714286,0.34244783089454295,0.3349252724584735,0.025714285714285714,0.06571428571428571,0.06857142857142857,0.06857142857142857,0.0,0.3171428571428571,0.0,0.0,0.2833487446083982,0.060771599999999995,11.794285714285714,0.0,0.0,0.15,0.08,7,0.07494545634588924,0.01419531869720487,0.5347369902797995,0.08007313507499778,0.0,0.9166666666666666,0.36,0.25
