t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,active_punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.34304084305248767,0.5043328207700074,0.34304084305248767,0.5043328207700074,0.246879425001856,0.5,0.0,0.35362681131127494,0.32957528027698574,0.008571428571428572,0.0,0.35362681131127494,0.32957528027698574,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25
1,0.3514848356895903,0.5049627765708313,0.3514848356895903,0.5049627765708313,0.246879425001856,0.49923127630237607,0.6571428571428571,0.35494109702556065,0.3305609945627,0.008571428571428572,0.6571428571428571,0.35494109702556065,0.3305609945627,0.008571428571428572,0.03428571428571429,0.037142857142857144,0.037142857142857144,0.0,0.037142857142857144,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,28,0.005571428571428571,0.0,0.037142857142857144,0.0,0.0,1.0,0.4,0.25
2,0.360589408476574,0.5044263566162404,0.360589408476574,0.5044263566162404,0.246879425001856,0.4981561717302701,0.8514285714285714,0.35699823988270346,0.3321038517055572,0.014285714285714285,0.8514285714285714,0.35699823988270346,0.3321038517055572,0.014285714285714285,0.05714285714285714,0.06,0.06,0.0,0.05714285714285714,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,23,0.014543571428571428,0.0,0.0964,0.0,0.0,0.8571428571428571,0.4,0.25
3,0.3689319585136321,0.5042487184142321,0.3689319585136321,0.5042487184142321,0.246879425001856,0.49909029358397794,0.8857142857142857,0.3580718748525364,0.3329181374198429,0.017142857142857144,0.8857142857142857,0.3580718748525364,0.3329181374198429,0.017142857142857144,0.03428571428571429,0.03428571428571429,0.03428571428571429,0.0,0.045714285714285714,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,18,0.019613710714285713,0.0,0.12875771428571428,0.0,0.0,1.0,0.4,0.25
4,0.3801868542253989,0.5029576802651706,0.3801868542253989,0.5029576802651706,0.246879425001856,0.49964625435208637,0.9285714285714286,0.358676285398931,0.33364670884841435,0.02,0.9285714285714286,0.358676285398931,0.33364670884841435,0.02,0.022857142857142857,0.025714285714285714,0.025714285714285714,0.0,0.054285714285714284,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,16,0.023372785017857143,0.0,0.15189684571428572,0.0,0.0,1.0,0.4,0.25
5,0.3904318278459628,0.5030856053164009,0.3904318278459628,0.5030856053164009,0.246879425001856,0.5004820814868955,0.9,0.35930485682750246,0.33450385170555713,0.02,0.9,0.35930485682750246,0.33450385170555713,0.02,0.03142857142857143,0.03142857142857143,0.03142857142857143,0.0,0.06571428571428571,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,15,0.027970206807053567,0.0,0.1802874802285714,0.0,0.0,1.0,0.4,0.25
6,0.40011291813499406,0.5027479791079322,0.40011291813499406,0.5027479791079322,0.246879425001856,0.5011210434411353,0.9028571428571428,0.360676285398931,0.3355324231341286,0.025714285714285714,0.9028571428571428,0.360676285398931,0.3355324231341286,0.025714285714285714,0.04,0.04,0.04,0.0,0.05714285714285714,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,14,0.03383035577301831,0.0,0.21668173062399998,0.0,0.0,0.7857142857142857,0.4,0.25
7,0.4091637981911273,0.5029332618002531,0.4091637981911273,0.5029332618002531,0.246879425001856,0.501008637834179,0.9314285714285714,0.36144600412927214,0.3367752802769858,0.025714285714285714,0.9314285714285714,0.36144600412927214,0.3367752802769858,0.025714285714285714,0.045714285714285714,0.045714285714285714,0.045714285714285714,0.0,0.05714285714285714,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,13,0.04032186508846301,0.0,0.25806238172580565,0.0,0.0,0.9375,0.4,0.25
8,0.42103669081838707,0.5029723250634156,0.42103669081838707,0.5029723250634156,0.246879425001856,0.50041861715883,0.9085714285714286,0.3625057219669297,0.3380181374198429,0.025714285714285714,0.9085714285714286,0.3625057219669297,0.3380181374198429,0.025714285714285714,0.045714285714285714,0.045714285714285714,0.045714285714285714,0.0,0.06857142857142857,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,12,0.04510793167875506,0.0,0.29861541980557527,0.0,0.0,0.9375,0.4,0.25
9,0.43177449981140903,0.5029169248127916,0.43177449981140903,0.5029169248127916,0.246879425001856,0.500063527270754,0.9057142857142857,0.36355564771690363,0.3394802747882527,0.02857142857142857,0.9057142857142857,0.36355564771690363,0.3394802747882527,0.02857142857142857,0.06285714285714286,0.07142857142857142,0.07142857142857142,0.0,0.14,0.0,0.0,0.18824781963904785,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,11,0.05308239202036128,0.0,0.36407168283803515,0.0,0.0,0.92,0.4,0.25
