t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,active_punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.3587922544493415,0.49140333977143524,0.3587922544493415,0.49140333977143524,0.2504925777620293,0.5,0.0,0.3418686750839348,0.34016272811313986,0.002857142857142857,0.0,0.3418686750839348,0.34016272811313986,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.25
1,0.3672017322939847,0.4917633047545618,0.3672017322939847,0.4917633047545618,0.2504925777620293,0.507041618742444,0.6142857142857143,0.3408972465125063,0.33943415668456844,0.002857142857142857,0.6142857142857143,0.3408972465125063,0.33943415668456844,0.002857142857142857,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.0,0.025714285714285714,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,28,0.0064285714285714285,0.0,0.04285714285714286,0.0,0.0,0.9333333333333333,0.04,0.25
2,0.37577840302604265,0.49141642554498793,0.37577840302604265,0.49141642554498793,0.2504925777620293,0.513780960071158,0.8371428571428572,0.33975438936964913,0.33857701382742555,0.002857142857142857,0.8371428571428572,0.33975438936964913,0.33857701382742555,0.002857142857142857,0.04,0.04,0.04,0.0,0.054285714285714284,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,24,0.012396428571428572,0.0,0.082,0.0,0.0,0.7857142857142857,0.04,0.25
3,0.3837211426033284,0.49241820776775075,0.3837211426033284,0.49241820776775075,0.2504925777620293,0.5206016163862683,0.9371428571428572,0.3392401036553634,0.33819129954171134,0.002857142857142857,0.9371428571428572,0.3392401036553634,0.33819129954171134,0.002857142857142857,0.017142857142857144,0.017142857142857144,0.017142857142857144,0.0,0.06,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,22,0.014905874999999999,0.0,0.09750285714285714,0.0,0.0,0.5,0.04,0.25
4,0.3918103408111613,0.4920753631957965,0.3918103408111613,0.4920753631957965,0.2504925777620293,0.526982207198746,0.9257142857142857,0.3383829607982205,0.3375484423988542,0.002857142857142857,0.9257142857142857,0.3383829607982205,0.3375484423988542,0.002857142857142857,0.03142857142857143,0.03142857142857143,0.03142857142857143,0.0,0.09428571428571429,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,21,0.019545631339285715,0.0,0.12698137142857144,0.0,0.0,0.8181818181818182,0.04,0.25
5,0.4020532491493985,0.4928284205294311,0.4020532491493985,0.4928284205294311,0.2504925777620293,0.5325832570001622,0.8914285714285715,0.33758296079822053,0.33694844239885413,0.002857142857142857,0.8914285714285715,0.33758296079822053,0.33694844239885413,0.002857142857142857,0.025714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.09142857142857143,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,18,0.023733617468303568,0.0,0.15301317257142857,0.0,0.0,0.9,0.04,0.25
6,0.4112211839948213,0.4930942052726508,0.4112211839948213,0.4930942052726508,0.2504925777620293,0.5377038001515821,0.8771428571428571,0.3368401036553634,0.33639129954171126,0.002857142857142857,0.8771428571428571,0.3368401036553634,0.33639129954171126,0.002857142857142857,0.02857142857142857,0.03142857142857143,0.03142857142857143,0.0,0.11714285714285715,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,15,0.028329235095247762,0.0,0.1813814805485714,0.0,0.0,0.9090909090909091,0.04,0.25
7,0.42024612523835686,0.4940332321537427,0.42024612523835686,0.4940332321537427,0.2504925777620293,0.5423912311358065,0.8942857142857142,0.33621153222679195,0.3359198709702827,0.002857142857142857,0.8942857142857142,0.33621153222679195,0.3359198709702827,0.002857142857142857,0.022857142857142857,0.022857142857142857,0.022857142857142857,0.0,0.12285714285714286,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,15,0.031616160348342956,0.0,0.20061099379474284,0.0,0.0,0.875,0.04,0.25
8,0.42942344327933274,0.4952025466895477,0.42942344327933274,0.4952025466895477,0.2504925777620293,0.5467806732621925,0.9057142857142857,0.33466867508393483,0.33476272811313984,0.002857142857142857,0.9057142857142857,0.33466867508393483,0.33476272811313984,0.002857142857142857,0.05142857142857143,0.05714285714285714,0.05714285714285714,0.0,0.17714285714285713,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,13,0.04002950811802981,0.14482809702142263,0.2537416310617051,0.8681255332467198,0.0,0.8,0.04,0.25
9,0.43785764686288947,0.4962734076860567,0.43785764686288947,0.4962734076860567,0.2504925777620293,0.5513289976891697,0.9542857142857143,0.3333543893696491,0.3338467122362092,0.002857142857142857,0.9542857142857143,0.3333543893696491,0.3338467122362092,0.002857142857142857,0.04,0.04285714285714286,0.04285714285714286,0.0,0.19428571428571428,0.0,0.0,0.18793214176929235,0.04589999999999998,11.794285714285714,0.0,0.0,0.15,0.08,9,0.046257932006011096,0.14562902005992398,0.29152394129761383,0.8876502224576002,0.0,0.6,0.04,0.25
