eta_delta_drift,delta0,sigma,pi_reward,alpha,mu_membership_reward,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,final_current_delta,regime,run_dir
0.0,0.0,0.25,0.05,0.0,0.0,1,0.0,0.0457142857142857,0.0457142857142857,0.42577319587628865,0.6247422680412371,0.4783069800742287,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_01
0.0,0.0,0.25,0.05,0.0,0.0,2,0.0,0.0685714285714285,0.0628571428571428,0.4294294294294294,0.6136136136136137,0.4484525522584181,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_02
0.0,0.0,0.25,0.05,0.0,0.0,3,0.0,0.0514285714285714,0.04,0.4602332979851538,0.6511134676564156,0.5043070362473348,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_03
0.0,0.0,0.25,0.05,0.0,0.0,4,0.0,0.0228571428571428,0.0485714285714285,0.4495114006514658,0.6373507057546145,0.4846475899228193,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_04
0.0,0.0,0.25,0.05,0.0,0.0,5,0.0,0.04,0.0628571428571428,0.4417531718569781,0.6136101499423299,0.42922721125810365,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_05
0.0,0.0,0.25,0.05,0.0,0.0,6,0.0,0.0485714285714285,0.0457142857142857,0.429042904290429,0.6259625962596259,0.46275455901792795,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_06
0.0,0.0,0.25,0.05,0.0,0.0,7,0.0,0.0428571428571428,0.0428571428571428,0.407098121085595,0.6106471816283925,0.4879274674455397,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_07
0.0,0.0,0.25,0.05,0.0,0.0,8,0.0,0.0571428571428571,0.0571428571428571,0.42717391304347824,0.616304347826087,0.46495245230959514,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_08
0.0,0.0,0.25,0.05,0.0,0.0,9,0.0,0.0342857142857142,0.0514285714285714,0.4368836291913215,0.6173570019723866,0.44021188134436,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_09
0.0,0.0,0.25,0.05,0.0,0.0,10,0.0,0.04,0.0685714285714285,0.43775100401606426,0.6395582329317269,0.4535510785510785,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/exogenous_delta_fixed/eta_0.00/delta0_0.00/sigma_0.25/pi_0.05/seed_10
