t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,alpha_punish_revalue,delta_outside_degrade,pi_reward,lam_punish
0,0.34304084305248767,0.5043328207700074,0.34304084305248767,0.5043328207700074,0.246879425001856,0.5,0.0,0.35362681131127494,0.32957528027698574,0.008571428571428572,0.0,0.35362681131127494,0.32957528027698574,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.25
1,0.3514848356895903,0.5049627765708313,0.3514848356895903,0.5049627765708313,0.246879425001856,0.49923127630237607,0.6571428571428571,0.35408395416841776,0.3299181374198429,0.008571428571428572,0.6571428571428571,0.35408395416841776,0.3299181374198429,0.008571428571428572,0.02857142857142857,0.02857142857142857,0.0,0.04,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,28,0.004285714285714285,0.0,0.02857142857142857,0.0,0.0,0.7,0.0,0.6,0.05,0.25
2,0.3615499336303357,0.5044667078611293,0.3615499336303357,0.5044667078611293,0.246879425001856,0.4981561717302701,0.8542857142857143,0.3549982398827035,0.3306038517055572,0.011428571428571429,0.8542857142857143,0.3549982398827035,0.3306038517055572,0.011428571428571429,0.02857142857142857,0.03428571428571429,0.0,0.03428571428571429,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,26,0.009407142857142857,0.0,0.062285714285714285,0.0,0.0,0.8333333333333334,0.0,0.6,0.05,0.25
3,0.3700208777656375,0.50407938373851,0.3700208777656375,0.50407938373851,0.246879425001856,0.4965920761574772,0.8885714285714286,0.3556718748525364,0.33116099456270004,0.014285714285714285,0.8885714285714286,0.3556718748525364,0.33116099456270004,0.014285714285714285,0.022857142857142857,0.025714285714285714,0.0,0.011428571428571429,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,23,0.01321725,0.0,0.0867542857142857,0.0,0.0,0.8888888888888888,0.0,0.6,0.05,0.25
4,0.3813197772835038,0.5029917218657945,0.3813197772835038,0.5029917218657945,0.246879425001856,0.49538052590798054,0.92,0.35607187485253633,0.33146099456270006,0.014285714285714285,0.92,0.35607187485253633,0.33146099456270006,0.014285714285714285,0.011428571428571429,0.011428571428571429,0.0,0.02857142857142857,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,21,0.014865449464285713,0.0,0.09644777142857143,0.0,0.0,1.0,0.0,0.6,0.05,0.25
5,0.39126366135309937,0.5026290530273836,0.39126366135309937,0.5026290530273836,0.246879425001856,0.49423900975004986,0.9314285714285714,0.3567575891382506,0.33197528027698575,0.014285714285714285,0.9314285714285714,0.3567575891382506,0.33197528027698575,0.014285714285714285,0.017142857142857144,0.017142857142857144,0.0,0.02,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,19,0.01736255078839286,0.0,0.11166167314285713,0.0,0.0,1.0,0.0,0.6,0.05,0.25
6,0.4018390233490993,0.5027097446998272,0.4018390233490993,0.5027097446998272,0.246879425001856,0.4928977992609748,0.92,0.3576147319953935,0.33278956599127146,0.017142857142857144,0.92,0.3576147319953935,0.33278956599127146,0.017142857142857144,0.02857142857142857,0.02857142857142857,0.0,0.022857142857142857,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,18,0.021561452320165177,0.0,0.13799986825142854,0.0,0.0,1.0,0.0,0.6,0.05,0.25
7,0.40959547700290433,0.5026962328414464,0.40959547700290433,0.5026962328414464,0.246879425001856,0.49081846753288993,0.8971428571428571,0.35833159269019393,0.33356099456270005,0.017142857142857144,0.8971428571428571,0.35833159269019393,0.33356099456270005,0.017142857142857144,0.025714285714285714,0.025714285714285714,0.0,0.02,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,16,0.02531078791570721,0.0,0.1609541566006857,0.0,0.0,1.0,0.0,0.6,0.05,0.25
8,0.42195738203145033,0.5021456905346336,0.42195738203145033,0.5021456905346336,0.246879425001856,0.48944809940346456,0.9171428571428571,0.35913159269019396,0.3345467088484143,0.017142857142857144,0.9171428571428571,0.35913159269019396,0.3345467088484143,0.017142857142857144,0.04,0.04,0.0,0.022857142857142857,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,15,0.031184233976128673,0.0,0.197735073468672,0.0,0.0,0.9285714285714286,0.0,0.6,0.05,0.25
9,0.43211871248838796,0.5018115826273198,0.43211871248838796,0.5018115826273198,0.246879425001856,0.4884139430254335,0.9257142857142857,0.35970302126162257,0.3350181374198429,0.017142857142857144,0.9257142857142857,0.35970302126162257,0.3350181374198429,0.017142857142857144,0.017142857142857144,0.017142857142857144,0.0,0.02,0.0,0.0,0.011662965408959603,0.13196634914903713,11.794285714285714,0.0,0.0,0.15,0.08,13,0.0335997413776766,0.0,0.21092322914215572,0.0,0.0,1.0,0.0,0.6,0.05,0.25
